Filnavn;Gruppe;Undergruppe;Branche
Indbrudstyveri - gennem lukkede og tilhaspede vinduer.aspx;Vilkårenes afsnit 3. Indbrudstyveri;;Indbo
Indbrudstyveri - Tyveri fra bankbokse og tyveri af nøgle til bankboks.aspx;Vilkårenes afsnit 3. Indbrudstyveri;;Indbo
Indkøb af affugter - strømforbrug.aspx;Erstatningsopgørelse ;;Indbo
Indlæg fra Peter Fynbo - Falske faktura.aspx;Diverse;;Indbo
Indsendelse af genstande.aspx;Erstatningsopgørelse;;Indbo
Informationssøgning.aspx;Diverse;;Indbo
Inkassovarsel.aspx;Forretningsgang ;;Indbo
Interessefelt.aspx;Forretningsgang;;Indbo
Interrailkort.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Iphones - Garanti - Reklamation - Reparation - Ombytning.aspx;Erstatningsopgørelse;;Indbo
Isbåd.aspx;Vilkårenes afsnit 1.f. Hvilke ting dækker forsikringen skader på;;Indbo
Jagttrofæer.aspx;Erstatningsopgørelse;;Indbo
Karokeanlæg og jukeboks.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Kikkert og løse kameraobjektiver - linser - afskrivning.aspx;Erstatningsopgørelse;;Indbo
Kite Buggy.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Klageprocedure.aspx;Forretningsgang;;Indbo
Kombiskader.aspx;Forretningsgang ;;Indbo
Kommandørkors.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Kosmetik.aspx;Erstatningsopgørelse;;Indbo
Krav - Debitorarter ved oprettelse af krav i skadeportalen.aspx;Forretningsgang ;;Indbo
Krav - Oprettelse af skadeprovenue.aspx;Forretningsgang ;;Indbo
Krav - Rykkerproecedure for krav (ikke selvrisiko).aspx;Forretningsgang ;;Indbo
Kriteriet for en pludselig skade.aspx;Vilkårenes afsnit 18. Pludselig skade ;;Indbo
Kulanceanmodning.aspx;Erstatningsopgørelse;;Indbo
Kunstgenstande - specialfremstillede genstande - genstande som ikke kan skaffes.aspx;Erstatningsopgørelse;;Indbo
Køb af genstande der bliver fundet.aspx;Forretningsgang;;Indbo
Køb af smykker eller andre genstande med 1. risikodækning som bliver fundet.aspx;Forretningsgang;;Indbo
Køb af stjålne genstande.aspx;Forretningsgang;;Indbo
Køle- og dybfrostskader - skader omfattet af garanti.aspx;Vilkårenes afsnit 12. Køle- og dybfrostskade;;Indbo
Kørestole.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Legehus, gyngestativ og legetårn.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Liste over politikredse.aspx;Diverse;;Indbo
Logerende.aspx;Vilkårenes afsnit 1.B. Hvem dækker forsikringen ;;Indbo
Lægetasker.aspx;Vilkårenes afsnit 1.f. Hvilke ting dækker forsikringen skader på ;;Indbo
Lærerbøger og undervisningsmateriale, som tilhører medlem.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Lånte og lejede genstande.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Mail - Skriftlig kommunikation med medlem.aspx;Forretningsgang;;Indbo
Mails - Autoarkivering af mails uden kode.aspx;Forretningsgang ;;Indbo
Mails - Autosvar på mails - Ikke til stede.aspx;Diverse;;Indbo
Maks. dækning for cykler.aspx;Erstatningsopgørelse;;Indbo
Medarbejdersager.aspx;Forretningsgang;;Indbo
Medicin.aspx;Vilkårenes afsnit 12. Køle- og dybfrostskade;;Indbo
Medlems udlånte indbogenstande, der tages med til udlandet af låner.aspx;Vilkårenes afsnit 13. Rejsegods ;;Indbo
Mentech.aspx;Forretningsgang;;Indbo
Midlertidigt anbragt uden for forsikringsstedet.aspx;Vilkårenes afsnit 1.C. Hvor dækker forsikringen;;Indbo
Midlertidigt pas.aspx;Erstatningsopgørelse;;Indbo
Misbrug af betalingskort.aspx;Erstatningsopgørelse;;Indbo
Modtagelse af domme til brug for inddrivelse af penge, vi er tilkendt ad rettens vej.aspx;Forretningsgang;;Indbo
Mortifikation af værdipapirer.aspx;Vilkårenes afsnit 1.f. Hvilke ting dækker forsikringen skader på;;Indbo
Motoriserede haveredskaber.aspx;Erstatningsopgørelse;;Indbo
Motoriserede ting - Motorcrosser - pocketbike - atv - løbehjul - havetraktor - el-scooter - el-kørestol.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Musikfiler.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Nedbør eller smeltevand trænger gennem utætheder i bygningen.aspx;Vilkårenes afsnit 11. Vandskade;;Indbo
Nytteværdi.aspx;Erstatningsopgørelse;;Indbo
Nøgle til cykellås.aspx;Erstatningsopgørelse;;Indbo
Når der sker skade i forbindelse med udbedring af en skade.aspx;Diverse;;Indbo
Offentligt tilgængelige oplysninger på internettet - fx facebook.aspx;Forretningsgang;;Indbo
Omdøbe bilag på workflow.aspx;Forretningsgang;;Indbo
Omstilling af flere låsecylindre på samme dør.aspx;Erstatningsopgørelse;;Indbo
Omstilling af lås i postkasser.aspx;Erstatningsopgørelse;;Indbo
Opbevaring af våben.aspx;Forretningsgang;;Indbo
Opgørelse af dobbeltlforsikringskrav - Hvilke udgifter indgår i et dobbeltforsikringskrav.aspx;Erstatningsopgørelse;;Indbo
Opgørelse af erstatningens størrelse i forhold til vilkårenes maksdækning.aspx;Erstatningsopgørelse;;Indbo
Opgørelse når reparation eller værdiforringelse udgør 50 procent af nyværdien.aspx;Erstatningsopgørelse;;Indbo
Oplysninger til andre om medlems skadeforløb.aspx;Forretningsgang;;Indbo
Opmagasinering.aspx;Vilkårenes afsnit 1.C. Hvor dækker forsikringen ;;Indbo
Opstigende grundvand på lejeres forsikrede ting.aspx;Vilkårenes afsnit 11. Vandskade;;Indbo
Opstigning af grund- og kloakvand.aspx;Vilkårenes afsnit 9. Udstrømning af væsker (vandskade);;Indbo
Opsætning.aspx;Vilkårenes afsnit 20. Glas og Sanitet;;Indbo
Oversigt over, hvilke selskaber der er tiltrådt de forskellige skadeforsikringsaftaler.aspx;Diverse;;Indbo
Parabolantenner.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Partytelte og pavilloner.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Penge mm.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Personfølsomme oplysninger.aspx;Forretningsgang ;;Indbo
Plejebørn - når plejebarnet fylder 18 år.aspx;Vilkårenes afsnit 1.B. Hvem dækker forsikringen;;Indbo
Pludselig skade - Bortkomst eller beskadigelse.aspx;Vilkårenes afsnit 18. Pludselig skade;;Indbo
Pludselig skade - Undtagelsesbestemmelserne almindelig brug og kosmetiske skader.aspx;Vilkårenes afsnit 18. Pludselig skade;;Indbo
Pludselig skade forvoldt af dyr.aspx;Vilkårenes afsnit 18. Pludselig skade;;Indbo
Pludselig skade på cykler.aspx;Vilkårenes afsnit 18. Pludselig skade;;Indbo
Pludselig skade på motoriserede haveredskaber.aspx;Vilkårenes afsnit 18. Pludselig skade;;Indbo
Pludselig tilsodning fra forskriftsmæssigt indrettet anlæg til at opvarme  rum.aspx;Vilkårenes afsnit 2. Brand, lynnedslag og eksplosion mv.;;Indbo
Politiets journalkoder.aspx;Diverse;;Indbo
Politikredse.aspx;Diverse;;Indbo
Politikvittering - Indhentning af politikvittering.aspx;Forretningsgang ;;Indbo
Postkasser.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Postnumre inddeling for Indbotaksator på Fyn og Jylland.aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Taksatorhjælp;;Indbo
Postnumre inddeling for Indbotaksator på Sjælland.aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Taksatorhjælp;;Indbo
Private contra erhvervspenge.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Proteser.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo
præmieobligation.aspx;Erstatningsopgørelse;;Indbo
Psykisk syge - pludselige skader - hærværk.aspx;Vilkårenes afsnit 18. Pludselig skade;;Indbo
Psykologisk krisehjælp.aspx;Forretningsgang;;Indbo
Punktering.aspx;Vilkårenes afsnit 20. Glas og sanitet;;Indbo
På hvilke rejser er rejsegods dækket.aspx;Vilkårenes afsnit 13. Rejsegods;;Indbo
Radiostyrede modelfly og droner.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Ran begrebet.aspx;Vilkårenes afsnit 6. Ran, røveri og overfald;;Indbo
Redning- og bevaringsudgift - Omstilling af låse.aspx;Diverse;;Indbo
Redning- og bevaringsudgift - Tyveri af fjernbetjening til alarm.aspx;Diverse;;Indbo
Redning- og bevaringsudgifter - Betaling på Indbo- eller husforsikring.aspx;Forretningsgang;;Indbo
Registreringsattest.aspx;Vilkårenes afsnit 1.f. Hvilke ting dækker forsikringen skader på;;Indbo
Regres - Bevissikring i sager mod DONG (ØRSTED).aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Regres;;Indbo
Regres - Forældrehæftelse.aspx;Den gode Indboskadebehandler - Den Gode Indbotaksator - Regres;;Indbo
Regres - Generelt om regresbehandling.aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Regres;;Indbo
Regres - Hvem må lægge en regressag ned.aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Regres;;Indbo
Regres - hvornår gør vi regres.aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Regres;;Indbo
Regres - Kontanterstatning.aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Regres;;Indbo
Regres - Når skaden er forvoldt af pårørende.aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Regres;;Indbo
Regres - Opkrævning af selvrisiko.aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Regres;;Indbo
Regres - Overfor flyselskaber.aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Regres;;Indbo
Regres - Regresnotat.aspx;Den Gode indboskadebehandler - Den Gode indbotaksator - Regres;;Indbo
Regres - Rejsegods - Regres overfor flyselskab.aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Regres;;Indbo
Regres - Sager til regresgruppen.aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Regres;;Indbo
Regres - Skade forvoldt af udenlandste biler.aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Regres;;Indbo
Regres i færdselsskadesager.aspx;Forretningsgang;;Indbo
Regresblanket.aspx;Diverse;;Indbo
Regressager.aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Regres;;Indbo
Reklamation overfor håndværkere og samarbejdspartnere.aspx;Erstatningsopgørelse;;Indbo
Reparation af cykler.aspx;Erstatningsopgørelse;;Indbo
Reparation eller totalskade i forhold til 50 procent reglen i indbovilkår 33-4.aspx;Erstatningsopgørelse;;Indbo
Reparationserklæringer - betaling herfor.aspx;Erstatningsopgørelse;;Indbo
Reserveafsættelse i skadesager som forventes at komme til at koste over 1,5 mio.aspx;Erstatningsopgørelse;;Indbo
Reserveafsættelse.aspx;Erstatningsopgørelse;;Indbo
Returnering af genleverede smykker.aspx;Forretningsgang;;Indbo
Risiko - Indberetning af faktiske og mulige tab.aspx;Diverse;;Indbo
Røveri.aspx;Vilkårenes afsnit 6. Ran, røveri og overfald;;Indbo
Rådgivningsfejl - mangelfuld rådgivning fra tegningskonsulent.aspx;Forretningsgang;;Indbo
Sagsbehandler til medlem (a).aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator ;Skadeårsag er dækket - Done in one;Indbo
Sagsbehandler til medlem eller taksator til medlem (b).aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator;Skadeårsag er dækket - Erstatning opgøres delvist. Vi mangler oplysninger om enkelte eller flere genstande for at tage stilling til dækning eller erstatningens størrelse;Indbo
Sagsbehandler til medlem eller taksator til medlem (c).aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator;Skadeårsag er dækket - Vi mangler oplysninger om de skaderamte genstande for at tage stilling til dækning eller erstatningens størrelse;Indbo
Sagsbehandler til medlem eller taksator til medlem (d).aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator;Vi ved ikke om skadeårsag er dækket;Indbo
Sagsbehandler til medlem eller taksator til medlem (e).aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator ;Telefonsamtalen afsluttes med;Indbo
Sagsbehandler til medlem eller taksator til medlem (f).aspx;Den gode Indboskadebehandler - Den Gode Indbotaksator;Skadeårsag er ikke dækket;Indbo
Sagsbehandler til taksator (a).aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator;Overdragelse af sagen til taksastor;Indbo
Sagsbehandler til taksator (b).aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator ;Hvad skal noteres i SP Byg;Indbo
Sagsflow.aspx;Forretningsgang ;;Indbo
Samlinger og særlige indbogenstande til hobbybrug.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Sanering - Forbehold på policen.aspx;Diverse;;Indbo
Sanering - kontakt til sanering.aspx;Diverse;;Indbo
Scalepoint  - Udbetaling til Scalepoint - Behandling af Kvalitetssager.aspx;Diverse;;Indbo
Scalepoint Løsøre ECC.aspx;Forretningsgang ;;Indbo
Scalepoint til bygningsskader.aspx;Forretningsgang;;Indbo
Selvrisiko - 1. risikodækning.aspx;Erstatningsopgørelse;;Indbo
Selvrisiko - En skade en selvrisiko.aspx;Erstatningsopgørelse;;Indbo
Selvrisiko - Opkrævning af selvrisiko.aspx;Forretningsgang ;;Indbo
Selvrisiko - Pålagt selvrisiko.aspx;Forretningsgang;;Indbo
Selvrisiko - Rabatgivende selvrisiko.aspx;Forretningsgang;;Indbo
Selvrisiko - Rykkerbreve vedrørende manglende indbetaling af selvrisikobeløb.aspx;Diverse;;Indbo
Selvrisiko - Selvrisiko eller afskrivning hvornår gøres det gældende.aspx;Erstatningsopgørelse;;Indbo
Selvrisiko - Sletning af rykkergebyrer ved selvrisikoopkrævninger.aspx;Forretningsgang;;Indbo
Selvrisiko på 5000 kr.aspx;Vilkårenes afsnit 11. Vandskade;;Indbo
Sikker post.aspx;Diverse;;Indbo
Sikret personkreds.aspx;Vilkårenes afsnit 1.B. Hvem dækker forsikringen;;Indbo
Simpelt tyveri af både mv. låst fast til et fast punkt.aspx;Vilkårenes afsnit 4. Simpelt tyveri - Generelt ;;Indbo
Simpelt tyveri af indbogenstande når sommerhus er ubeboet.aspx;Sommerhusforsikringen;;Indbo
Simpelt tyveri eller glemt, tabt, forlagt.aspx;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;Indbo
Simpelt tyveri fra udlånt bolig - boligbyt - Airbnb.aspx;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;Indbo
Skabeloner.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo
Skade forvoldt af flyvende trampoliner.aspx;Vilkårenes afsnit 10. Storm - voldsomt sky- og tøbrud - snetryk;;Indbo
Skade forvoldt af optøede varer.aspx;Vilkårenes afsnit 12. Køle- og dybfrostskade;;Indbo
Skade forvoldt af ukendte og uforsikrede hunde.aspx;Erstatningsopgørelse;;Indbo
Skade på cykel - Tyveri eller hærværk.aspx;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;Indbo
Skadeadvis.aspx;Diverse;;Indbo
Skadearter, statistikkoder og omfangskoder.aspx;Diverse;;Indbo
Skadehåndbøger.aspx;Forretningsgang;;Indbo
Skadeinfo - F2 forkortelser.aspx;Forretningsgang;;Indbo
Skader på private film - og båndoptagelser, it-programmer eller elektroniske lagringsmedier.aspx;Erstatningsopgørelse;;Indbo
Skader sket under flytning.aspx;Vilkårenes afsnit 18. Pludselig skade;;Indbo
Skader som skyldes dårlig emballage eller udflyden af medbragte væsker.aspx;Vilkårenes afsnit 13. Rejsegods;;Indbo
Skadeservice - kasseringslister.aspx;Forretningsgang ;;Indbo
Skadet Iphone, når ny model er lanceret.aspx;Erstatningsopgørelse ;;Indbo
Skimmelsvamp.aspx;Diverse;;Indbo
Skind og skindtøj.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo
Skulpturer i haven.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo
Skybrud.aspx;Vilkårenes afsnit 10. Storm - voldsomt sky- og tøbrud - snetryk;;Indbo
Skærmbriller.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo
Smart tv.aspx;Erstatningsopgørelse;;Indbo
Smeltevand eller nedbør, hvis skaden er en umiddelbar følge af stormskaden.aspx;Vilkårenes afsnit 10. Storm - voldsomt sky- og tøbrud - snetryk;;Indbo
Små el-biler.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Småskader med udbetaling på under 500 kr.aspx;Erstatningsopgørelse;;Indbo
Snescooter.aspx;vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Sodskader - tilsodning - tørkogning.aspx;Vilkårenes afsnit 18. Pludselig skade;;Indbo
Solarium.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Solcelleanlæg.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Spabad.aspx;Vilkårenes afsnit 20. Glas og sanitet;;Indbo
Specialskade.aspx;Diverse;;Indbo
Specificeret liste over ødelagte madvarer.aspx;Erstatningsopgørelse;;Indbo
Specificeret liste.aspx;Vilkårenes afsnit 12. køle- og dybfrostskade;;Indbo
Speed Pedelec.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo
Spiritus - hedvin - breezer.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo
Sp-løsøre - anvendelse ved skønsmæssig erstatning.aspx;Erstatningsopgørelse;;Indbo
Sp-Regninger som ikke stemmer overens med tilbud - vores rabataftale.aspx;Erstatningsopgørelse ;;Indbo
Spærring af bankkonti.aspx;Erstatningsopgørelse;;Indbo
Startside.aspx;Erstatningsopgørelse;;Indbo
Statistikkode 008 - Skader der ikke er dækning for.aspx;Diverse;;Indbo
Statistikkode 300 - Redning og bevaring.aspx;Forretningsgang;;Indbo
Statistikkode 300 og 400 - Redning og bevaring.aspx;Diverse;;Indbo
Statistikkoder - Hvilken statistikkode skal bruges.aspx;Forretningsgang;;Indbo
Stelnummer betegnelse på cykler.aspx;Erstatningsopgørelse;;Indbo
Stillads og stiger.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Stormflodsskader.aspx;Vilkårenes afsnit 10. Storm - voldsomt sky- og tøbrud - snetryk;;Indbo
Stormskadet indbo i drivhuse.aspx;Vilkårenes afsnit 10. Storm - voldsomt sky- og tøbrud - snetryk;;Indbo
Studieforsikring ekstra.aspx;Diverse;;Indbo
Summer, præmier og selvrisikobeløb.aspx;Erstatningsopgørelse;;Indbo
Svideskader - stjernekastere og tændstikker.aspx;Vilkårenes afsnit 2. Brand, lynnedslag og eksplosion mv.;;Indbo
Særligt privat indbo - tilbehør til særligt privat indbo - synligt udefra.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Søgning på hjemmesider.aspx;Forretningsgang;;Indbo
Tablets - afskrivning.aspx;Erstatningsopgørelse;;Indbo
Taksator - Bestilling af taksator på sommerhussager.aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Taksatorhjælp;;Indbo
Taksator - Bestilling af taksator til hastesager.aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Taksatorhjælp;;Indbo
Taksator - Freelance taksator Jesper Møller-Hansen.aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator - taksatorhjælp;;Indbo
Taksator til sagsbehandler eller taksator til taksator (a).aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator;SP Byg - Notater, besigtigelsesrapporter - billeder og mails;Indbo
Taksator til sagsbehandler eller taksator til taksator (b).aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator;Regresskabelon;Indbo
Taksatorsager - Bilag til erstatningsopgørelsen – Hvor finder man dem.aspx;Indbotaksator ;;Indbo
Taksatorsager - Erstatningsopgørelse.aspx;Indbotaksator;;Indbo
Taksatorsager - Generel dokumentation – Hvad er lagt til grund og hvor skal dette noteres.aspx;Indbotaksator;;Indbo
Taksatorsager - Rregressager - Hvad er vigtigt.aspx;Indbotaksator ;;Indbo
Taksatorsager og skadeservicesager.aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Taksatorhjælp;;Indbo
Takseringsfaktura - Betaling af takseringsfaktura.aspx;Forretningsgang ;;Indbo
Telefonnummer - Direkte telefonnummer til Bygning- og Indboskade.aspx;Diverse;;Indbo
Tilbehør til motorkøretøjer.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Tilbud - Pris på reparation.aspx;Erstatningsopgørelse;;Indbo
Tilbud eller overslag.aspx;Erstatningsopgørelse;;Indbo
Tilfældig afbrydelse af strømmen.aspx;Vilkårenes afsnit 12. Køle- og dybfrostskade;;Indbo
Tilsvarende ting - elektroniske ting.aspx;Erstatningsopgørelse;;Indbo
Ting der bortkommer.aspx;Vilkårenes afsnit 19. El-skade og elektronikdækning ;;Indbo
Ting købt i udlandet.aspx;Erstatningsopgørelse;;Indbo
Ting som er sat til salg - Varer i kommission.aspx;Vilkårenes afsnit 1.C. Hvor dækker forsikringen;;Indbo
Tingskader forvoldt af ukendte eller uforsikrede søfartøjer under 15 meter.aspx;Erstatningsopgørelse;;Indbo
Tolkebistand.aspx;Erstatningsopgørelse;;Indbo
Topdesk - Kontakt til Sericedesk - IT via Topdesk.aspx;Diverse;;Indbo
Tricktyveri på forsikringsstedet.aspx;Vilkårenes afsnit 3. Indbrudstyveri;;Indbo
Tyveri af arbejdsredskaber i container.aspx;Vilkårenes afsnit 3. Indbrudstyveri;;Indbo
Tyveri af genstande, som andre holder øje med.aspx;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;Indbo
Tyveri begået af dyr.aspx;Vilkårenes afsnit 18. Pludselig skade ;;Indbo
Tyveri begået af håndværkere.aspx;Vilkårenes afsnit 3. Indbrudstyveri;;Indbo
Tyveri begået af medhjælp.aspx;Vilkårenes afsnit 4. Simpelt tyveri - Generelt ;;Indbo
Tyveri fra autocamper.aspx;Vilkårenes afsnit 5. Simpelt tyveri - Bil mv.;;Indbo
Tyveri fra beboelsesvogn, campingvogn, når medlem er tilstede.aspx;Vilkårenes afsnit 5. Simpelt tyveri - Bil mv.;;Indbo
Tyveri fra bil - Hundebeslag.aspx;Vilkårenes afsnit 5. Simpelt tyveri - Bil mv.;;Indbo
Tyveri fra bil - Medlem mener at være blevet bedøvet.aspx;Vilkårenes afsnit 5. Simpelt tyveri - Bil mv. ;;Indbo
Tyveri fra bil i parkeringskældre.aspx;Vilkårenes afsnit 5. Simpelt tyveri - Bil mv.;;Indbo
Tyveri fra bil med rette bilnøgle.aspx;Vilkårenes afsnit 5. Simpelt tyveri - Bil mv.;;Indbo
Tyveri fra bus eller bil sket under af- og pålæsning.aspx;Vilkårenes afsnit 5. Simpelt tyveri - Bil mv.;;Indbo
Tyveri fra fastmonteret boks på hotelværelse - voldeligt opbrud.aspx;Vilkårenes afsnit 3. Indbrudstyveri;;Indbo
Tyveri fra faststående mobilhomes.aspx;Vilkårenes afsnit 3. Indbrudstyveri;;Indbo
Tyveri fra garderobe - af garderobebevis.aspx;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;Indbo
Tyveri fra loft- og kælderrum.aspx;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;Indbo
Tyveri fra plejehjem.aspx;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;Indbo
Tyveri fra telt.aspx;Vilkårenes afsnit 5. Simpelt tyveri - Bil mv.;;Indbo
Tyveri fra trailere.aspx;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;Indbo
Tyveri fra uaflåst bil i låst bygning.aspx;Vilkårenes afsnit 5. Simpelt tyveri - Bil mv.;;Indbo
Tyveri med nøgle fra nøgleboks.aspx;Vilkårenes afsnit 3. Indbrudstyveri;;Indbo
Tyveri under cykeltur og fra jakker og bukser.aspx;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;Indbo
Tyveri under postforsendelse.aspx;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;Indbo
Tyveri ved brug af nøgle fundet på forsikringsstedet.aspx;Vilkårenes afsnit 3. Indbrudstyveri;;Indbo
Tyveri ved brug af udleveret nøgle.aspx;Vilkårenes afsnit 3. Indbrudstyveri;;Indbo
Tyveri, hvor gerningstidspunktet strækker sig over flere måneder.aspx;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;Indbo
Tyveri, når gerningstidspunktet strækker sig over flere måneder.aspx;Vilkårenes afsnit 3. Indbrudstyveri;;Indbo
Tyverialarm.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Tøbrud.aspx;Vilkårenes afsnit 10. Storm - voldsomt sky- og tøbrud - snetryk;;Indbo
Udbetaling af erstatning ved samlivsophør - skilsmisse - udeboende børn - Dødsfald (Boet efter).aspx;Erstatningsopgørelse;;Indbo
Udeboende børn, der midlertidig bor hos medlem.aspx;Vilkårenes afsnit 1.B. Hvem dækker forsikringen;;Indbo
Udendørs krukker med store planter.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo
Udenlandske cykler - produktionsnummer - ingen stelnummer.aspx;Erstatningsopgørelse;;Indbo
Udenlandske smykker.aspx;Erstatningsopgørelse;;Indbo
Udlejningsdækning i sommerhusvilkårene.aspx;Sommerhusforsikringen;;Indbo
Udlevering af sagsakter til politiet.aspx;Forretningsgang;;Indbo
Udredningssager - svindelsager.aspx;Forretningsgang;;Indbo
Udtørringsskade efter affugtning.aspx;Vilkårenes afsnit 18. Pludselig skade;;Indbo
Underforsikring - hvornår gøres det gældende.aspx;Erstatningsopgørelse;;Indbo
Underslæb.aspx;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;Indbo
Undersøgelsesudgifter.aspx;Erstatningsopgørelse;;Indbo
Undtagelsesbestemmelsen - Almindelig brug.aspx;Vilkårenes afsnit 19. El-skade og elektronikdækning;;Indbo
Undtagelsesbestemmelsen - Forsikringen dækker ikke skade der er dækket eller undtaget andetsteds i forsikringen.aspx;Vilkårenes afsnit 19. El-skade og elektronikdækning;;Indbo
Vandcykel.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Vandskader fra beholdere under 20 liter.aspx;Vilkårenes afsnit 18. Pludselig skade;;Indbo
Vare - Køb på prøve.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
Vask i køkken, bryggers mm.aspx;Vilkårenes afsnit 20. Glas og sanitet;;Indbo
Vasketøj ødelagt ved kogning.aspx;Vilkårenes afsnit 18. Pludselig skade;;Indbo
Væggelus.aspx;Vilkårenes afsnit 13. Rejsegods;;Indbo
Værdiforringelseserstatning - 50 procent regel.aspx;Erstatningsopgørelse;;Indbo
Våben og ammunition.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo
