OrignalFilnavn;NytFilnavn;Gruppe;Undergruppe;Branche;Coincidence;Status
C. Hvor dækker forsikringen - Rejser for medlemmer som ikke bor i Danmark.aspx;C. Hvor dækker forsikringen - Rejser for medlemmer som ikke bor i Danmark.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse;False;Success
C. Hvor dækker forsikringen - Rejser i lande hvor Udenrigsministeriet har frarådet indrejse.aspx;C. Hvor dækker forsikringen - Rejser i lande hvor Udenrigsministeriet har frarådet indrejse.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse;False;Success
C. Hvor dækker forsikringen - Rejser til Bornhom via Sverige.aspx;C. Hvor dækker forsikringen - Rejser til Bornhom via Sverige.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse;False;Success
D - 4. Ekstraudgifter i forbindelse med sygdom eller tilskadekomst.aspx;D - 4. Ekstraudgifter i forbindelse med sygdom eller tilskadekomst.aspx;Ankenævnskendelser;;Rejse;False;Success
D. Hvor længe dækker forsikringen - Kan man få yderligere 60 dages dækning.aspx;D. Hvor længe dækker forsikringen - Kan man få yderligere 60 dages dækning.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse;False;Success
Det blå kort - Dækningsområde.aspx;Det blå kort - Dækningsområde.aspx;Gult og blåt kort samt Nordisk Konvention;;Rejse;False;Success
Det blå kort - Reducering af transportudgifter.aspx;Det blå kort - Reducering af transportudgifter.aspx;Gult og blåt kort samt Nordisk Konvention;;Rejse;False;Success
Det blå kort - Refusion fra Styrelsen for Patientsikkerhed (STPS) og Danske Regioner.aspx;Det blå kort - Refusion fra Styrelsen for Patientsikkerhed (STPS) og Danske Regioner.aspx;Gult og blåt kort samt Nordisk Konvention;;Rejse;False;Success
Det gule kort - Dækningsområde.aspx;Det gule kort - Dækningsområde.aspx;Gult og blåt kort samt Nordisk Konvention;;Rejse;False;Success
E - 5. Hjemkaldelse.aspx;E - 5. Hjemkaldelse.aspx;Ankenævnskendelser;;Rejse;False;Success
Erklæringer og brevskabeloner - Attester og samtykkeerklæring.aspx;Erklæringer og brevskabeloner - Attester og samtykkeerklæring.aspx;Forretningsgange - Erklæringer og brevskabeloner;;Rejse;False;Success
Erklæringer og brevskabeloner - Brilleerklæring.aspx;Erklæringer og brevskabeloner - Brilleerklæring.aspx;Forretningsgange - Erklæringer og brevskabeloner;;Rejse;False;Success
Erklæringer og brevskabeloner - Det blå kort.aspx;Erklæringer og brevskabeloner - Det blå kort.aspx;Forretningsgange - Erklæringer og brevskabeloner ;;Rejse;False;Success
Erklæringer og brevskabeloner - Skema til beregning af rejsens pris ved ødelagte feriedage.aspx;Erklæringer og brevskabeloner - Skema til beregning af rejsens pris ved ødelagte feriedage.aspx;Forretningsgange - Erklæringer og brevskabeloner;;Rejse;False;Success
Erstatning - Erstatningsrejse ved forlænget police.aspx;Erstatning - Erstatningsrejse ved forlænget police.aspx;10. Erstatningsrejse (vilkår nr. RE-8);;Rejse;False;Success
Erstatning - Hvornår beregnes erstatningen fra.aspx;Erstatning - Hvornår beregnes erstatningen fra.aspx;10. Erstatningsrejse (vilkår nr. RE-8);;Rejse;False;Success
Erstatning - Skema til beregning af erstatningsrejse.aspx;Erstatning - Skema til beregning af erstatningsrejse.aspx;10. Erstatningsrejse (vilkår nr. RE-8);;Rejse;False;Success
F - 6. Sygeledsagelse.aspx;F - 6. Sygeledsagelse.aspx;Ankenævnskendelser;;Rejse;False;Success
F. Hvilke rejser dækker forsikringen - Afbestilling og Rejseforsikring overtaget fra andet selskab (vilkår nr. RE-8).aspx;F. Hvilke rejser dækker forsikringen - Afbestilling og Rejseforsikring overtaget fra andet selskab (vilkår nr. RE-8).aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse;False;Success
F. Hvilke rejser dækker forsikringen - Au pair rejser.aspx;F. Hvilke rejser dækker forsikringen - Au pair rejser.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse;False;Success
F. Hvilke rejser dækker forsikringen - Behandlingsrejser.aspx;F. Hvilke rejser dækker forsikringen - Behandlingsrejser.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse;False;Success
F. Hvilke rejser dækker forsikringen - Erhvervsrejser.aspx;F. Hvilke rejser dækker forsikringen - Erhvervsrejser.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse;False;Success
F. Hvilke rejser dækker forsikringen - Højskoleophold.aspx;F. Hvilke rejser dækker forsikringen - Højskoleophold.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse;False;Success
F. Hvilke rejser dækker forsikringen - Rejse hvor medlem er på tilkald ved kunde i andet selskab.aspx;F. Hvilke rejser dækker forsikringen - Rejse hvor medlem er på tilkald ved kunde i andet selskab.aspx;1. Rejseforsikringens hvem - hvad - hvor ;;Rejse;False;Success
F. Hvilke rejser dækker forsikringen - Rejser i forbindelse med nødhjælp eller frivilligt arbejde.aspx;F. Hvilke rejser dækker forsikringen - Rejser i forbindelse med nødhjælp eller frivilligt arbejde.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse;False;Success
F. Hvilke rejser dækker forsikringen - Stipendium, legat.aspx;F. Hvilke rejser dækker forsikringen - Stipendium, legat.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse;False;Success
F. Hvilke rejser dækker forsikringen - Studierejser, studieophold og studiepraktik over 60 dages varighed.aspx;F. Hvilke rejser dækker forsikringen - Studierejser, studieophold og studiepraktik over 60 dages varighed.aspx;1. Rejseforsikringens hvem - hvad - hvor;;Rejse;False;Success
Fagligt  - Tolkebistand.aspx;Fagligt  - Tolkebistand.aspx;Forretningsgange - Fagligt;;Rejse;False;Success
Fagligt - Hvilken erstatning skal medlem have.aspx;Fagligt - Hvilken erstatning skal medlem have.aspx;Forretningsgange - Fagligt ;;Rejse;False;Success
Fagligt - Klagevejledning.aspx;Fagligt - Klagevejledning.aspx;Forretningsgange - Fagligt;;Rejse;False;Success
Fagligt - Lånte og lejede genstande.aspx;Fagligt - Lånte og lejede genstande.aspx;Forretningsgange - Fagligt;;Rejse;False;Success
Fagligt - Sprogkyndige.aspx;Fagligt - Sprogkyndige.aspx;Forretningsgange - Fagligt;;Rejse;False;Success
Fagligt - Spørgeteknikker ved tyverianmeldelser.aspx;Fagligt - Spørgeteknikker ved tyverianmeldelser.aspx;Forretningsgange - Fagligt;;Rejse;False;Success
Falck - LGA - Videregivelse af helbredsoplysninger samt aktindsigt.aspx;Falck - LGA - Videregivelse af helbredsoplysninger samt aktindsigt.aspx;Forretningsgange - Falck LGA;;Rejse;False;Success
Falck LGA - Betaling af Falck regninger.aspx;Falck LGA - Betaling af Falck regninger.aspx;Forretningsgange - Falck LGA;;Rejse;False;Success
Falck LGA - Dobbeltforsikring.aspx;Falck LGA - Dobbeltforsikring.aspx;Forretningsgange - Falck LGA;;Rejse;False;Success
Falck LGA - Effektiv skadehjælp.aspx;Falck LGA - Effektiv skadehjælp.aspx;Forretningsgange - Falck LGA;;Rejse;False;Success
Falck LGA - Fejl begået af Falck.aspx;Falck LGA - Fejl begået af Falck.aspx;Forretningsgange - Falck LGA;;Rejse;False;Success
Falck LGA - Forkortelser.aspx;Falck LGA - Forkortelser.aspx;Forretningsgange - Falck LGA;;Rejse;False;Success
Falck LGA - Hvornår sendes ubetalte regninger til Falck.aspx;Falck LGA - Hvornår sendes ubetalte regninger til Falck.aspx;Forretningsgange - Falck LGA;;Rejse;False;Success
Falck LGA - Klagesager.aspx;Falck LGA - Klagesager.aspx;Forretningsgange - Falck LGA;;Rejse;False;Success
Falck LGA - Kontaktoplysninger.aspx;Falck LGA - Kontaktoplysninger.aspx;Forretningsgange - Falck LGA;;Rejse;False;Success
Falck LGA - MF kontaktpersoner i Salg og Rådgivning samt håndtering af MF klager.aspx;Falck LGA - MF kontaktpersoner i Salg og Rådgivning samt håndtering af MF klager.aspx;Forretningsgange - Falck LGA;;Rejse;False;Success
Falck LGA - MF Vores vurdering.aspx;Falck LGA - MF Vores vurdering.aspx;Forretningsgange - Falck LGA;;Rejse;False;Success
Falck LGA - MF økonomisk vurdering.aspx;Falck LGA - MF økonomisk vurdering.aspx;Forretningsgange - Falck LGA;;Rejse;False;Success
Falck LGA - Overdragelsen 1 januar 2013.aspx;Falck LGA - Overdragelsen 1 januar 2013.aspx;Forretningsgange - Falck LGA;;Rejse;False;Success
Falck LGA - Pressesager.aspx;Falck LGA - Pressesager.aspx;Forretningsgange - Falck LGA;;Rejse;False;Success
Falck LGA - Reserver.aspx;Falck LGA - Reserver.aspx;Forretningsgange - Falck LGA;;Rejse;False;Success
Falck LGA - Ros skal sendes til Falck.aspx;Falck LGA - Ros skal sendes til Falck.aspx;Forretningsgange - Falck LGA;;Rejse;False;Success
Falck LGA - Storskader.aspx;Falck LGA - Storskader.aspx;Forretningsgange - Falck LGA;;Rejse;False;Success
Falck LGA - Telefonopkald til LGA refunderes samt liste med telefonnumre.aspx;Falck LGA - Telefonopkald til LGA refunderes samt liste med telefonnumre.aspx;Forretningsgange - Falck LGA;;Rejse;False;Success
Falck LGA - Ubetalte USA regninger.aspx;Falck LGA - Ubetalte USA regninger.aspx;Forretningsgange - Falck LGA;;Rejse;False;Success
Forretningsgange og retningslinier - Dobbeltforsikring.aspx;Forretningsgange og retningslinier - Dobbeltforsikring.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
Forretningsgange og retningslinier - Efteranvisninger.aspx;Forretningsgange og retningslinier - Efteranvisninger.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
Forretningsgange og retningslinier - Én eller to sager.aspx;Forretningsgange og retningslinier - Én eller to sager.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
Forretningsgange og retningslinier - Flyregres.aspx;Forretningsgange og retningslinier - Flyregres.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
Forretningsgange og retningslinier - Forlængelser hos Selandia.aspx;Forretningsgange og retningslinier - Forlængelser hos Selandia.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
Forretningsgange og retningslinier - Forlænget Rejseforsikring.aspx;Forretningsgange og retningslinier - Forlænget Rejseforsikring.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
Forretningsgange og retningslinier - Forretningsgang for F2.aspx;Forretningsgange og retningslinier - Forretningsgang for F2.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
Forretningsgange og retningslinier - Håndbog for kvalitetsspørgsmål.aspx;Forretningsgange og retningslinier - Håndbog for kvalitetsspørgsmål.aspx;Forretningsgange - Forretningsgange og retningslinier ;;Rejse;False;Success
Forretningsgange og retningslinier - Lægekonsulenter  og diagnoseliste.aspx;Forretningsgange og retningslinier - Lægekonsulenter  og diagnoseliste.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
Forretningsgange og retningslinier - Reassurance - indberetning af skader over 1 mio kr.aspx;Forretningsgange og retningslinier - Reassurance - indberetning af skader over 1 mio kr.aspx;Forretningsgange - Forretningsgange og retningslinier ;;Rejse;False;Success
Forretningsgange og retningslinier - Reserver.aspx;Forretningsgange og retningslinier - Reserver.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
Forretningsgange og retningslinier - Risikovurdering eller sanering.aspx;Forretningsgange og retningslinier - Risikovurdering eller sanering.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
Forretningsgange og retningslinier - Selvrisiko og pålagt selvrisiko.aspx;Forretningsgange og retningslinier - Selvrisiko og pålagt selvrisiko.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
Forretningsgange og retningslinier - Skadeadvis.aspx;Forretningsgange og retningslinier - Skadeadvis.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
Forretningsgange og retningslinier - Udenlandske regninger.aspx;Forretningsgange og retningslinier - Udenlandske regninger.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
G - 7. Tilkaldelse.aspx;G - 7. Tilkaldelse.aspx;Ankenævnskendelser;;Rejse;False;Success
H - 8. Tidlig hjemrejse.aspx;H - 8. Tidlig hjemrejse.aspx;Ankenævnskendelser;;Rejse;False;Success
Hovedformål.aspx;Hovedformål.aspx;Ordliste;;Rejse;False;Success
Hvem behandler skader på overfaldsdækningen og dækning for fejlbehandling.aspx;Hvem behandler skader på overfaldsdækningen og dækning for fejlbehandling.aspx;12. Overfaldsdækning og dækning for fejlbehandling;;Rejse;False;Success
I - 9. Ødelagte feriedage på grund af akut sygdom eller tilskadekomst og rejseafbrydelse.aspx;I - 9. Ødelagte feriedage på grund af akut sygdom eller tilskadekomst og rejseafbrydelse.aspx;Ankenævnskendelser;;Rejse;False;Success
J - 10. Ødelagte feriedage ved sportsferier og dækning for turistmæssige aktiviteter.aspx;J - 10. Ødelagte feriedage ved sportsferier og dækning for turistmæssige aktiviteter.aspx;Ankenævnskendelser;;Rejse;False;Success
K - 11. Hjemtransport af bil.aspx;K - 11. Hjemtransport af bil.aspx;Ankenævnskendelser;;Rejse;False;Success
Kort om Nordisk Konvention.aspx;Kort om Nordisk Konvention.aspx;Gult og blåt kort samt Nordisk Konvention;;Rejse;False;Success
L - 12. Overfaldsdækning og dækning for fejlbehandling.aspx;L - 12. Overfaldsdækning og dækning for fejlbehandling.aspx;Ankenævnskendelser;;Rejse;False;Success
Lister - Adresser til flyselskaber.aspx;Lister - Adresser til flyselskaber.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
Lister - Dokumenttyper og flowbeskrivelser.aspx;Lister - Dokumenttyper og flowbeskrivelser.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
Lister - Forsikringer på kreditkort.aspx;Lister - Forsikringer på kreditkort.aspx;Forretningsgange - forretningsgange og retningslinier ;;Rejse;False;Success
Lister - Sikker post adresser.aspx;Lister - Sikker post adresser.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
Lister - Skadeforkortelser i Rejseskade.aspx;Lister - Skadeforkortelser i Rejseskade.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
Lister - Statistikkoder og hvordan anvendes de.aspx;Lister - Statistikkoder og hvordan anvendes de.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
M - 13. Redning og eftersøgning.aspx;M - 13. Redning og eftersøgning.aspx;Ankenævnskendelser;;Rejse;False;Success
N - 14. Evakuering og tilbageholdelse.aspx;N - 14. Evakuering og tilbageholdelse.aspx;Ankenævnskendelser;;Rejse;False;Success
O - 15. Forsinket fremmøde.aspx;O - 15. Forsinket fremmøde.aspx;Ankenævnskendelser;;Rejse;False;Success
P - 16. Forsinket transportmiddel.aspx;P - 16. Forsinket transportmiddel.aspx;Ankenævnskendelser;;Rejse;False;Success
Q - 17. Forsinket bagage.aspx;Q - 17. Forsinket bagage.aspx;Ankenævnskendelser;;Rejse;False;Success
R - 18. Erstatningsbil eller motorcykel.aspx;R - 18. Erstatningsbil eller motorcykel.aspx;Ankenævnskendelser;;Rejse;False;Success
Redning og eftersøgning.aspx;Redning og eftersøgning.aspx;13. Redning og eftersøgning;;Rejse;False;Success
Regler - Aktindsigt for medlemmerne.aspx;Regler - Aktindsigt for medlemmerne.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
Regler - Dødsfald - hvordan udbetaler vi.aspx;Regler - Dødsfald - hvordan udbetaler vi.aspx;Forretningsgange - Forretningsgange og retningslinier ;;Rejse;False;Success
Regler - Generelle dokumentationsregler.aspx;Regler - Generelle dokumentationsregler.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
Regler - Medarbejdersager.aspx;Regler - Medarbejdersager.aspx;Forretningsgange - Forretningsgange og retningslinier;;Rejse;False;Success
Rejseledsager.aspx;Rejseledsager.aspx;Ordliste;;Rejse;False;Success
Rejsens gennemsnitlige pris pr. dag.aspx;Rejsens gennemsnitlige pris pr. dag.aspx;Ordliste;;Rejse;False;Success
S - 19. Selvrisiko på lejebil mv.aspx;S - 19. Selvrisiko på lejebil mv.aspx;Ankenævnskendelser;;Rejse;False;Success
StartSide.aspx;StartSide.aspx;;;Rejse;False;Success
System - Betaling til SE og CVR NR.aspx;System - Betaling til SE og CVR NR.aspx;Forretningsgange - System og skadeportal;;Rejse;False;Success
System - Guide til økonomi i skadeportalen.aspx;System - Guide til økonomi i skadeportalen.aspx;Forretningsgange - System og skadeportal;;Rejse;False;Success
System - Hvornår genereres der en skadeadvis.aspx;System - Hvornår genereres der en skadeadvis.aspx;Forretningsgange - System og skadeportal;;Rejse;False;Success
System - Superbrugere.aspx;System - Superbrugere.aspx;Forretningsgange - System og Skadeportal;;Rejse;False;Success
System - Udbetalingstekster.aspx;System - Udbetalingstekster.aspx;Forretningsgange - System og skadeportal;;Rejse;False;Success
System - WEB-anlæggelse.aspx;System - WEB-anlæggelse.aspx;Forretningsgange - System og skadeportal;;Rejse;False;Success
T - 20. Skade på feriebolig.aspx;T - 20. Skade på feriebolig.aspx;Ankenævnskendelser;;Rejse;False;Success
U - 21. Krisehjælp.aspx;U - 21. Krisehjælp.aspx;Ankenævnskendelser;;Rejse;False;Success
V - 22. Bagage og rejsedokumenter.aspx;V - 22. Bagage og rejsedokumenter.aspx;Ankenævnskendelser;;Rejse;False;Success
X. 23. Ansvarsdækning og sikkerhedsstillelse.aspx;X. 23. Ansvarsdækning og sikkerhedsstillelse.aspx;Ankenævnskendelser;;Rejse;False;Success
Y. 24. Afbestilling.aspx;Y. 24. Afbestilling.aspx;Ankenævnskendelser;;Rejse;False;Success
Z. 25. Generelle bestemmelser.aspx;Z. 25. Generelle bestemmelser.aspx;Ankenævnskendelser;;Rejse;False;Success
