OrignalFilnavn;NytFilnavn;Gruppe;Undergruppe;Branche;Coincidence;Status
Dækning af rejsegods.aspx;Dækning af rejsegods.aspx;Vilkårenes afsnit 13. rejsegods;;Indbo;False;Success
Dækning af særligt privat indbo og elektriske apparater i henhold til sommerhusvilkårene.aspx;Dækning af særligt privat indbo og elektriske apparater i henhold til sommerhusvilkårene.aspx;Sommerhusforsikringen;;Indbo;False;Success
Dækning i øvelokaler, på arbejdspladser, i hestepensioner og sportsklubber.aspx;Dækning i øvelokaler, på arbejdspladser, i hestepensioner og sportsklubber.aspx;Vilkårenes afsnit 1.C. Hvor dækker forsikringen;;Indbo;False;Success
Dækning ophører efter 3 måneder - udeboende børn der fylder 21 år.aspx;Dækning ophører efter 3 måneder - udeboende børn der fylder 21 år.aspx;Vilkårenes afsnit 1.B. Hvem dækker forsikringen;;Indbo;False;Success
Dækning på 2 adresser.aspx;Dækning på 2 adresser.aspx;Vilkårenes afsnit 1.C. Hvor dækker forsikringen;;Indbo;False;Success
Eget arbejde.aspx;IndboEget arbejde.aspx;Erstatningsopgørelse;;Indbo;True;Success
Eksempler på forældelse.aspx;Eksempler på forældelse.aspx;Erstatningsopgørelse;;Indbo;False;Success
Eksplosion - fyrværkeri.aspx;Eksplosion - fyrværkeri.aspx;Vilkårenes afsnit 2. Brand, lynnedslag og eksplosion mv.;;Indbo;False;Success
Elektriske genstande bliver udsat for vand.aspx;Elektriske genstande bliver udsat for vand.aspx;Vilkårenes afsnit 19. El-skade og elektronikdækning;;Indbo;False;Success
Elektriske musikinstrumenter.aspx;Elektriske musikinstrumenter.aspx;Erstatningsopgørelse;;Indbo;False;Success
Elektronikdækningen.aspx;Elektronikdækningen.aspx;Vilkårenes afsnit 19. El-skade og elektronikdækning;;Indbo;False;Success
Elektronisk garageåbner - portåbner - fjernbetjening.aspx;Elektronisk garageåbner - portåbner - fjernbetjening.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på  ;;Indbo;False;Success
El-priser.aspx;El-priser.aspx;Erstatningsopgørelse;;Indbo;False;Success
El-pærer.aspx;El-pærer.aspx;Vilkårenes afsnit 19. El-skade og elektronikdækning;;Indbo;False;Success
Emhætte.aspx;IndboEmhætte.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo;True;Success
Erstatning - 50 procent reglen - Indbovilkår 33-4.aspx;Erstatning - 50 procent reglen - Indbovilkår 33-4.aspx;Erstatningsopgørelse ;;Indbo;False;Success
Erstatning - Betaling af faktura til håndværker eller medlem.aspx;Erstatning - Betaling af faktura til håndværker eller medlem.aspx;Erstatningsopgørelse ;;Indbo;False;Success
Erstatning - Drivhuse - Glas i drivhuse.aspx;Erstatning - Drivhuse - Glas i drivhuse.aspx;Erstatningsopgørelse;;Indbo;False;Success
Erstatning - Hvem kan vi udbetale til.aspx;Erstatning - Hvem kan vi udbetale til.aspx;Erstatningsopgørelse;;Indbo;False;Success
Erstatning - Installering af comuterprogrammer - software og egne data.aspx;Erstatning - Installering af comuterprogrammer - software og egne data.aspx;Erstatningsopgørelse;;Indbo;False;Success
Erstatning - Renter.aspx;Erstatning - Renter.aspx;Erstatningsopgørelse;;Indbo;False;Success
Erstatning - skybrudsskader - Det gode købmandsskab.aspx;Erstatning - skybrudsskader - Det gode købmandsskab.aspx;Erstatningsopgørelse;;Indbo;False;Success
Erstatning - Smykker - Anker-, Bismark-, Panser- og Geneveguldkæder.aspx;Erstatning - Smykker - Anker-, Bismark-, Panser- og Geneveguldkæder.aspx;Erstatningsopgørelse;;Indbo;False;Success
Erstatning for briller - tilskud fra Danmark.aspx;Erstatning for briller - tilskud fra Danmark.aspx;Erstatningsopgørelse;;Indbo;False;Success
Erstatning for egne produktioner - hjemmelavede genstande.aspx;Erstatning for egne produktioner - hjemmelavede genstande.aspx;Erstatningsopgørelse;;Indbo;False;Success
Erstatning for el-skade i computerdele.aspx;Erstatning for el-skade i computerdele.aspx;Erstatningsopgørelse;;Indbo;False;Success
Erstatning for lejede - leasede genstande.aspx;Erstatning for lejede - leasede genstande.aspx;Erstatningsopgørelse;;Indbo;False;Success
Erstatning for rengøring.aspx;Erstatning for rengøring.aspx;Erstatningsopgørelse;;Indbo;False;Success
Erstatning Redning-  og bevaringsudgifter - ingen selvrisiko.aspx;Erstatning Redning-  og bevaringsudgifter - ingen selvrisiko.aspx;Erstatningsopgørelse;;Indbo;False;Success
Faktura eller kreditnota til offentlige myndigheder.aspx;Faktura eller kreditnota til offentlige myndigheder.aspx;Diverse;;Indbo;False;Success
Falck - Falck postkassen.aspx;Falck - Falck postkassen.aspx;Forretningsgang;;Indbo;False;Success
Fareforøgelse.aspx;IndboFareforøgelse.aspx;Erstatningsopgørelse;;Indbo;True;Success
Farveloyal - mærkeloyal.aspx;Farveloyal - mærkeloyal.aspx;Erstatningsopgørelse;;Indbo;False;Success
Fastboende medhjælp i husholdningen - udvekslingsstudenter.aspx;Fastboende medhjælp i husholdningen - udvekslingsstudenter.aspx;Vilkårenes afsnit 1.B. Hvem dækker forsikringen ;;Indbo;False;Success
Fastmonteret.aspx;Fastmonteret.aspx;Vilkårenes afsnit 20. Glas og sanitet;;Indbo;False;Success
Fastpass - Vejledning til brug af Fastpass.aspx;Fastpass - Vejledning til brug af Fastpass.aspx;Diverse;;Indbo;False;Success
FDM medlemmer der overgår til TRYG.aspx;FDM medlemmer der overgår til TRYG.aspx;Forretningsgang;;Indbo;False;Success
Feriehus eller ferielejlighed – Indbrudstyveri ikke krav om voldeligt opbrud.aspx;Feriehus eller ferielejlighed – Indbrudstyveri ikke krav om voldeligt opbrud.aspx;Vilkårenes afsnit 3. Indbrudstyveri ;;Indbo;False;Success
Festival-armbånd.aspx;Festival-armbånd.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo;False;Success
Fjernstyrede biler og både.aspx;Fjernstyrede biler og både.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader p;;Indbo;False;Success
Flere erstatninger for samme skade.aspx;Flere erstatninger for samme skade.aspx;Forretningsgang;;Indbo;False;Success
Flytning - Dækning i både den gamle og den nye bolig.aspx;Flytning - Dækning i både den gamle og den nye bolig.aspx;Vilkårenes afsnit 1.C. Hvor dækker forsikringen ;;Indbo;False;Success
Flyttegods - fragtgods - Flytning til udlandet.aspx;Flyttegods - fragtgods - Flytning til udlandet.aspx;Vilkårenes afsnit 1.C. Hvor dækker forsikringen;;Indbo;False;Success
Fordelingsvejledningen.aspx;IndboFordelingsvejledningen.aspx;Erstatningsopgørelse;;Indbo;True;Success
Forsikringens ikrafttrædelses- og ophørstidspunkt.aspx;Forsikringens ikrafttrædelses- og ophørstidspunkt.aspx;Diverse;;Indbo;False;Success
Forsikringer og serviceaftaler.aspx;Forsikringer og serviceaftaler.aspx;Erstatningsopgørelse;;Indbo;False;Success
Forsvarlig aflåsning - Københavnerlås.aspx;Forsvarlig aflåsning - Københavnerlås.aspx;Vilkårenes afsnit 3. Indbrudstyveri ;;Indbo;False;Success
Forsvarlig aflåsning, når medlem er hjemme - Indbrud contra simpelt tyveri.aspx;Forsvarlig aflåsning, når medlem er hjemme - Indbrud contra simpelt tyveri.aspx;Vilkårenes afsnit 3. Indbrudstyveri;;Indbo;False;Success
Forsætligt udsat for ild og varme – skade på selve opvarmningskilden – skade forvoldt af varmepuder.aspx;Forsætligt udsat for ild og varme – skade på selve opvarmningskilden – skade forvoldt af varmepuder.aspx;Vilkårenes afsnit 2. Brand, lynnedslag og eksplosion mv.;;Indbo;False;Success
Forældelse.aspx;IndboForældelse.aspx;Erstatningsopgørelse;;Indbo;True;Success
Forældelsesreglerne vist i forskellige eksempler.aspx;IndboForældelsesreglerne vist i forskellige eksempler.aspx;Erstatningsopgørelse;;Indbo;True;Success
Fremsendelse af Ankenævnskendelser.aspx;Fremsendelse af Ankenævnskendelser.aspx;Forretningsgang;;Indbo;False;Success
Frimærker og mønter - samlinger, ubrugte og brugbare.aspx;Frimærker og mønter - samlinger, ubrugte og brugbare.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo;False;Success
Fritstående radiatorer.aspx;Fritstående radiatorer.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Frostsprængning - førstegangs kulancedækning.aspx;Frostsprængning - førstegangs kulancedækning.aspx;Vilkårenes afsnit 9. Udstrømning af væsker (vandskade);;Indbo;False;Success
Fuld valuta - udbetaling.aspx;Fuld valuta - udbetaling.aspx;Forretningsgang;;Indbo;False;Success
Fyringsolie og brænde.aspx;Fyringsolie og brænde.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo;False;Success
Færdselsuheld - flyttegods.aspx;Færdselsuheld - flyttegods.aspx;Vilkårenes afsnit 7. Færdselsuheld og havari ;;Indbo;False;Success
Færdselsuheld og færdselsloven.aspx;Færdselsuheld og færdselsloven.aspx;Vilkårenes afsnit 7. Færdselsuheld og havari;;Indbo;False;Success
Følgeskader efter en dækningsberettigende skade.aspx;Følgeskader efter en dækningsberettigende skade.aspx;Diverse;;Indbo;False;Success
Følgeskader på husdyr.aspx;Følgeskader på husdyr.aspx;Erstatningsopgørelse;;Indbo;False;Success
følgeudgifter - redningsforanstaltninger.aspx;følgeudgifter - redningsforanstaltninger.aspx;Diverse;;Indbo;False;Success
Genhusning - Skader der muligvis medfører genhusning - Storskade.aspx;Genhusning - Skader der muligvis medfører genhusning - Storskade.aspx;Diverse;;Indbo;False;Success
Genhusning.aspx;IndboGenhusning.aspx;Diverse;;Indbo;True;Success
Genhusningsadressen.aspx;Genhusningsadressen.aspx;Vilkårenes afsnit 1.C. Hvor dækker forsikringen;;Indbo;False;Success
Genlevering af ting der er købt brugt eller er mere end 2 år gamle - gældende for vilkår 33-4.aspx;Genlevering af ting der er købt brugt eller er mere end 2 år gamle - gældende for vilkår 33-4.aspx;Erstatningsopgørelse;;Indbo;False;Success
Genlevering af ting der er købt brugt eller er mere end 2 år gamle - gældende for vilkår 33-5.aspx;Genlevering af ting der er købt brugt eller er mere end 2 år gamle - gældende for vilkår 33-5.aspx;Erstatningsopgørelse;;Indbo;False;Success
Genlevering eller kontanterstatning.aspx;Genlevering eller kontanterstatning.aspx;Erstatningsopgørelse;;Indbo;False;Success
Genlevering med brugte smykker.aspx;Genlevering med brugte smykker.aspx;Erstatningsopgørelse;;Indbo;False;Success
Genlevering og Scalepoint.aspx;Genlevering og Scalepoint.aspx;Erstatningsopgørelse;;Indbo;False;Success
Genstande der anvendes i undervisning.aspx;Genstande der anvendes i undervisning.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo;False;Success
Genstande der tilhører arbejdsgiver.aspx;Genstande der tilhører arbejdsgiver.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo;False;Success
Genstande købt gennem bruttolønsordninger.aspx;Genstande købt gennem bruttolønsordninger.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Genstande som helt eller delvist anvendes til erhverv - Privat.aspx;Genstande som helt eller delvist anvendes til erhverv - Privat.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo;False;Success
Genstande, der forsvinder i forbindelse med ulykker.aspx;Genstande, der forsvinder i forbindelse med ulykker.aspx;Forretningsgang;;Indbo;False;Success
Gerningsmænd - Forretningsgang for gerningsmandssager.aspx;Gerningsmænd - Forretningsgang for gerningsmandssager.aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Regres;;Indbo;False;Success
Gerningsmænd - kontakt fra politiet vedrørende gerningsmænd.aspx;Gerningsmænd - kontakt fra politiet vedrørende gerningsmænd.aspx;Den Gode Indboskadebehandler - Den Gode Indbotaksator - Regres;;Indbo;False;Success
Glas og sanitetsdækning hos udeboende barn.aspx;Glas og sanitetsdækning hos udeboende barn.aspx;Vilkårenes afsnit 20. Glas og sanitet;;Indbo;False;Success
Glasdækning - ridsede ruder.aspx;IndboGlasdækning - ridsede ruder.aspx;Vilkårenes afsnit 20. Glas og sanitet ;;Indbo;True;Success
Glaskeramiske kogeplader.aspx;Glaskeramiske kogeplader.aspx;Vilkårenes afsnit 20. Glas og sanitet;;Indbo;False;Success
Go-cart.aspx;Go-cart.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Godkendelse af regninger - hvornår og hvordan.aspx;Godkendelse af regninger - hvornår og hvordan.aspx;Erstatningsopgørelse;;Indbo;False;Success
Gps.aspx;Gps.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Gravering af sølvtøj.aspx;Gravering af sølvtøj.aspx;Erstatningsopgørelse;;Indbo;False;Success
Grov uagtsomhed - Simpelt tyveri af Iphone, pung, tasker og pc'er fra skoler, diskotek mv.aspx;Grov uagtsomhed - Simpelt tyveri af Iphone, pung, tasker og pc'er fra skoler, diskotek mv.aspx;Vilkårenes afsnit 4. Simpelt tyveri - Generelt;;Indbo;False;Success
Grov uagtsomhed forud for redning og bevaring.aspx;Grov uagtsomhed forud for redning og bevaring.aspx;Diverse;;Indbo;False;Success
Grov uagtsomhed ved simpelt tyveri.aspx;Grov uagtsomhed ved simpelt tyveri.aspx;vilkårenes afsnit 4. Simpelt tyveri - Generelt;;Indbo;False;Success
Guldure, guldpenne mv.aspx;Guldure, guldpenne mv.aspx;Erstatningsopgørelse;;Indbo;False;Success
Gulf Guld.aspx;Gulf Guld.aspx;Forretningsgang ;;Indbo;False;Success
Gulvbelægning - indbo eller bygning.aspx;Gulvbelægning - indbo eller bygning.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo;False;Success
Har det en konsekvens når medlem ikke overholder det, vi aftaler.aspx;Har det en konsekvens når medlem ikke overholder det, vi aftaler.aspx;Forretningsgang;;Indbo;False;Success
Havelamper.aspx;Havelamper.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo;False;Success
Havetraktor og motorkøretøjer skal være låst.aspx;Havetraktor og motorkøretøjer skal være låst.aspx;Vilkårenes afsnit 4. Simpelt tyveri - Generelt ;;Indbo;False;Success
Hjemmebiograf.aspx;Hjemmebiograf.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Hotelværelse - voldeligt opbrud.aspx;Hotelværelse - voldeligt opbrud.aspx;Vilkårenes afsnit 3. Indbrudstyveri;;Indbo;False;Success
Hundesyge - Behandling af hundesyge.aspx;Hundesyge - Behandling af hundesyge.aspx;Forretningsgang ;;Indbo;False;Success
Husejere der har tegnet husplus.aspx;Husejere der har tegnet husplus.aspx;Vilkårenes afsnit 11. Vandskade ;;Indbo;False;Success
Hvilke afvisninger skal anlægges.aspx;Hvilke afvisninger skal anlægges.aspx;Forretningsgang;;Indbo;False;Success
Høreapparater og andre hjælpemidler.aspx;Høreapparater og andre hjælpemidler.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på ;;Indbo;False;Success
Hårde hvidevarer - Afskrivning.aspx;Hårde hvidevarer - Afskrivning.aspx;Erstatningsopgørelse;;Indbo;False;Success
Hårde hvidevarer - Dobbeltforsikring.aspx;Hårde hvidevarer - Dobbeltforsikring.aspx;Forretningsgang;;Indbo;False;Success
Hårde hvidevarer.aspx;Hårde hvidevarer.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Incassosager.aspx;IndboIncassosager.aspx;Forretningsgang;;Indbo;True;Success
Indbo i sommerhuse som midlertidig befinder sig udenfor sommerhusmatriklen.aspx;Indbo i sommerhuse som midlertidig befinder sig udenfor sommerhusmatriklen.aspx;Sommerhusforsikringen;;Indbo;False;Success
Indbogenstande som købes og efterlades på samme rejse.aspx;Indbogenstande som købes og efterlades på samme rejse.aspx;Vilkårenes afsnit 13. Rejsegods;;Indbo;False;Success
Indbovilkår 33-4 eller Indbovilkår 33-5.aspx;Indbovilkår 33-4 eller Indbovilkår 33-5.aspx;Forretningsgang ;;Indbo;False;Success
Indbrud - Behandling af bygningsskader ved indbrud.aspx;Indbrud - Behandling af bygningsskader ved indbrud.aspx;Forretningsgang ;;Indbo;False;Success
Indbrud - Behandling af indbrud.aspx;Indbrud - Behandling af indbrud.aspx;Forretningsgang;;Indbo;False;Success
Indbrudstyveri - Bankenøgle.aspx;Indbrudstyveri - Bankenøgle.aspx;Vilkårenes afsnit 3. Indbrudstyveri;;Indbo;False;Success
Indbrudstyveri - gennem lukkede og tilhaspede vinduer.aspx;Indbrudstyveri - gennem lukkede og tilhaspede vinduer.aspx;Vilkårenes afsnit 3. Indbrudstyveri;;Indbo;False;Success
Indbrudstyveri - Tyveri fra bankbokse og tyveri af nøgle til bankboks.aspx;Indbrudstyveri - Tyveri fra bankbokse og tyveri af nøgle til bankboks.aspx;Vilkårenes afsnit 3. Indbrudstyveri;;Indbo;False;Success
Indkøb af affugter - strømforbrug.aspx;Indkøb af affugter - strømforbrug.aspx;Erstatningsopgørelse ;;Indbo;False;Success
Indlæg fra Peter Fynbo - Falske faktura.aspx;Indlæg fra Peter Fynbo - Falske faktura.aspx;Diverse;;Indbo;False;Success
Indsendelse af genstande.aspx;Indsendelse af genstande.aspx;Erstatningsopgørelse;;Indbo;False;Success
Informationssøgning.aspx;IndboInformationssøgning.aspx;Diverse;;Indbo;True;Success
Inkassovarsel.aspx;Inkassovarsel.aspx;Forretningsgang ;;Indbo;False;Success
Interessefelt.aspx;Interessefelt.aspx;Forretningsgang;;Indbo;False;Success
Interrailkort.aspx;Interrailkort.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Iphones - Garanti - Reklamation - Reparation - Ombytning.aspx;Iphones - Garanti - Reklamation - Reparation - Ombytning.aspx;Erstatningsopgørelse;;Indbo;False;Success
Isbåd.aspx;Isbåd.aspx;Vilkårenes afsnit 1.f. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Jagttrofæer.aspx;Jagttrofæer.aspx;Erstatningsopgørelse;;Indbo;False;Success
Karokeanlæg og jukeboks.aspx;Karokeanlæg og jukeboks.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Kikkert og løse kameraobjektiver - linser - afskrivning.aspx;Kikkert og løse kameraobjektiver - linser - afskrivning.aspx;Erstatningsopgørelse;;Indbo;False;Success
Kite Buggy.aspx;Kite Buggy.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Klageprocedure.aspx;IndboKlageprocedure.aspx;Forretningsgang;;Indbo;True;Success
Kombiskader.aspx;Kombiskader.aspx;Forretningsgang ;;Indbo;False;Success
Kommandørkors.aspx;Kommandørkors.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Kosmetik.aspx;Kosmetik.aspx;Erstatningsopgørelse;;Indbo;False;Success
Krav - Debitorarter ved oprettelse af krav i skadeportalen.aspx;Krav - Debitorarter ved oprettelse af krav i skadeportalen.aspx;Forretningsgang ;;Indbo;False;Success
Krav - Oprettelse af skadeprovenue.aspx;Krav - Oprettelse af skadeprovenue.aspx;Forretningsgang ;;Indbo;False;Success
Krav - Rykkerproecedure for krav (ikke selvrisiko).aspx;Krav - Rykkerproecedure for krav (ikke selvrisiko).aspx;Forretningsgang ;;Indbo;False;Success
Kriteriet for en pludselig skade.aspx;Kriteriet for en pludselig skade.aspx;Vilkårenes afsnit 18. Pludselig skade ;;Indbo;False;Success
Kulanceanmodning.aspx;Kulanceanmodning.aspx;Erstatningsopgørelse;;Indbo;False;Success
Kunstgenstande - specialfremstillede genstande - genstande som ikke kan skaffes.aspx;Kunstgenstande - specialfremstillede genstande - genstande som ikke kan skaffes.aspx;Erstatningsopgørelse;;Indbo;False;Success
Køb af genstande der bliver fundet.aspx;Køb af genstande der bliver fundet.aspx;Forretningsgang;;Indbo;False;Success
Køb af smykker eller andre genstande med 1. risikodækning som bliver fundet.aspx;Køb af smykker eller andre genstande med 1. risikodækning som bliver fundet.aspx;Forretningsgang;;Indbo;False;Success
Køb af stjålne genstande.aspx;Køb af stjålne genstande.aspx;Forretningsgang;;Indbo;False;Success
Køle- og dybfrostskader - skader omfattet af garanti.aspx;Køle- og dybfrostskader - skader omfattet af garanti.aspx;Vilkårenes afsnit 12. Køle- og dybfrostskade;;Indbo;False;Success
Kørestole.aspx;Kørestole.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Legehus, gyngestativ og legetårn.aspx;Legehus, gyngestativ og legetårn.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Liste over politikredse.aspx;Liste over politikredse.aspx;Diverse;;Indbo;False;Success
Logerende.aspx;Logerende.aspx;Vilkårenes afsnit 1.B. Hvem dækker forsikringen ;;Indbo;False;Success
Lægetasker.aspx;Lægetasker.aspx;Vilkårenes afsnit 1.f. Hvilke ting dækker forsikringen skader på ;;Indbo;False;Success
Lærerbøger og undervisningsmateriale, som tilhører medlem.aspx;Lærerbøger og undervisningsmateriale, som tilhører medlem.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Lånte og lejede genstande.aspx;Lånte og lejede genstande.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Mail - Skriftlig kommunikation med medlem.aspx;Mail - Skriftlig kommunikation med medlem.aspx;Forretningsgang;;Indbo;False;Success
Mails - Autoarkivering af mails uden kode.aspx;Mails - Autoarkivering af mails uden kode.aspx;Forretningsgang ;;Indbo;False;Success
Mails - Autosvar på mails - Ikke til stede.aspx;Mails - Autosvar på mails - Ikke til stede.aspx;Diverse;;Indbo;False;Success
Maks. dækning for cykler.aspx;Maks. dækning for cykler.aspx;Erstatningsopgørelse;;Indbo;False;Success
Medarbejdersager.aspx;IndboMedarbejdersager.aspx;Forretningsgang;;Indbo;True;Success
Medicin.aspx;Medicin.aspx;Vilkårenes afsnit 12. Køle- og dybfrostskade;;Indbo;False;Success
Medlems udlånte indbogenstande, der tages med til udlandet af låner.aspx;Medlems udlånte indbogenstande, der tages med til udlandet af låner.aspx;Vilkårenes afsnit 13. Rejsegods ;;Indbo;False;Success
Mentech.aspx;Mentech.aspx;Forretningsgang;;Indbo;False;Success
Midlertidigt anbragt uden for forsikringsstedet.aspx;Midlertidigt anbragt uden for forsikringsstedet.aspx;Vilkårenes afsnit 1.C. Hvor dækker forsikringen;;Indbo;False;Success
Midlertidigt pas.aspx;Midlertidigt pas.aspx;Erstatningsopgørelse;;Indbo;False;Success
Misbrug af betalingskort.aspx;Misbrug af betalingskort.aspx;Erstatningsopgørelse;;Indbo;False;Success
Modtagelse af domme til brug for inddrivelse af penge, vi er tilkendt ad rettens vej.aspx;Modtagelse af domme til brug for inddrivelse af penge, vi er tilkendt ad rettens vej.aspx;Forretningsgang;;Indbo;False;Success
Mortifikation af værdipapirer.aspx;Mortifikation af værdipapirer.aspx;Vilkårenes afsnit 1.f. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Motoriserede haveredskaber.aspx;Motoriserede haveredskaber.aspx;Erstatningsopgørelse;;Indbo;False;Success
Motoriserede ting - Motorcrosser - pocketbike - atv - løbehjul - havetraktor - el-scooter - el-kørestol.aspx;Motoriserede ting - Motorcrosser - pocketbike - atv - løbehjul - havetraktor - el-scooter - el-kørestol.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Musikfiler.aspx;Musikfiler.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Nedbør eller smeltevand trænger gennem utætheder i bygningen.aspx;Nedbør eller smeltevand trænger gennem utætheder i bygningen.aspx;Vilkårenes afsnit 11. Vandskade;;Indbo;False;Success
Nytteværdi.aspx;Nytteværdi.aspx;Erstatningsopgørelse;;Indbo;False;Success
Nøgle til cykellås.aspx;Nøgle til cykellås.aspx;Erstatningsopgørelse;;Indbo;False;Success
Når der sker skade i forbindelse med udbedring af en skade.aspx;Når der sker skade i forbindelse med udbedring af en skade.aspx;Diverse;;Indbo;False;Success
Offentligt tilgængelige oplysninger på internettet - fx facebook.aspx;Offentligt tilgængelige oplysninger på internettet - fx facebook.aspx;Forretningsgang;;Indbo;False;Success
Omdøbe bilag på workflow.aspx;Omdøbe bilag på workflow.aspx;Forretningsgang;;Indbo;False;Success
Omstilling af flere låsecylindre på samme dør.aspx;Omstilling af flere låsecylindre på samme dør.aspx;Erstatningsopgørelse;;Indbo;False;Success
Omstilling af lås i postkasser.aspx;Omstilling af lås i postkasser.aspx;Erstatningsopgørelse;;Indbo;False;Success
Opbevaring af våben.aspx;Opbevaring af våben.aspx;Forretningsgang;;Indbo;False;Success
Opgørelse af dobbeltlforsikringskrav - Hvilke udgifter indgår i et dobbeltforsikringskrav.aspx;Opgørelse af dobbeltlforsikringskrav - Hvilke udgifter indgår i et dobbeltforsikringskrav.aspx;Erstatningsopgørelse;;Indbo;False;Success
Opgørelse af erstatningens størrelse i forhold til vilkårenes maksdækning.aspx;Opgørelse af erstatningens størrelse i forhold til vilkårenes maksdækning.aspx;Erstatningsopgørelse;;Indbo;False;Success
Opgørelse når reparation eller værdiforringelse udgør 50 procent af nyværdien.aspx;Opgørelse når reparation eller værdiforringelse udgør 50 procent af nyværdien.aspx;Erstatningsopgørelse;;Indbo;False;Success
Oplysninger til andre om medlems skadeforløb.aspx;Oplysninger til andre om medlems skadeforløb.aspx;Forretningsgang;;Indbo;False;Success
Opmagasinering.aspx;Opmagasinering.aspx;Vilkårenes afsnit 1.C. Hvor dækker forsikringen ;;Indbo;False;Success
Opstigende grundvand på lejeres forsikrede ting.aspx;Opstigende grundvand på lejeres forsikrede ting.aspx;Vilkårenes afsnit 11. Vandskade;;Indbo;False;Success
Opstigning af grund- og kloakvand.aspx;IndboOpstigning af grund- og kloakvand.aspx;Vilkårenes afsnit 9. Udstrømning af væsker (vandskade);;Indbo;True;Success
Opsætning.aspx;Opsætning.aspx;Vilkårenes afsnit 20. Glas og Sanitet;;Indbo;False;Success
Oversigt over, hvilke selskaber der er tiltrådt de forskellige skadeforsikringsaftaler.aspx;Oversigt over, hvilke selskaber der er tiltrådt de forskellige skadeforsikringsaftaler.aspx;Diverse;;Indbo;False;Success
Parabolantenner.aspx;Parabolantenner.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Partytelte og pavilloner.aspx;Partytelte og pavilloner.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Penge mm.aspx;Penge mm.aspx;Vilkårenes afsnit 1.F. Hvilke ting dækker forsikringen skader på;;Indbo;False;Success
Personfølsomme oplysninger.aspx;Personfølsomme oplysninger.aspx;Forretningsgang ;;Indbo;False;Success
Plejebørn - når plejebarnet fylder 18 år.aspx;Plejebørn - når plejebarnet fylder 18 år.aspx;Vilkårenes afsnit 1.B. Hvem dækker forsikringen;;Indbo;False;Success
Pludselig skade - Bortkomst eller beskadigelse.aspx;Pludselig skade - Bortkomst eller beskadigelse.aspx;Vilkårenes afsnit 18. Pludselig skade;;Indbo;False;Success
Pludselig skade - Undtagelsesbestemmelserne almindelig brug og kosmetiske skader.aspx;Pludselig skade - Undtagelsesbestemmelserne almindelig brug og kosmetiske skader.aspx;Vilkårenes afsnit 18. Pludselig skade;;Indbo;False;Success
